States,Year,Quarter,Brand,User_Counts,Percentage
Madhya Pradesh,2020,4,Realme,905866,0.065938965
Madhya Pradesh,2020,4,Motorola,206156,0.015006318
Madhya Pradesh,2020,4,Apple,195195,0.014208455
Madhya Pradesh,2020,4,Huawei,166594,0.012126557
Madhya Pradesh,2020,4,Micromax,164239,0.011955134
Madhya Pradesh,2020,4,Tecno,157894,0.011493275
Madhya Pradesh,2020,4,Others,1355238,0.098649238
Madhya Pradesh,2021,1,Xiaomi,3826173,0.257838325
Madhya Pradesh,2021,1,Vivo,3171754,0.213738307
Madhya Pradesh,2021,1,Samsung,2620433,0.176585861
Madhya Pradesh,2021,1,Oppo,1846729,0.12444746
Madhya Pradesh,2021,1,Realme,1015817,0.068453923
Madhya Pradesh,2021,1,Motorola,211488,0.014251763
Madhya Pradesh,2021,1,Apple,210736,0.014201087
Madhya Pradesh,2021,1,Tecno,184784,0.012452233
Madhya Pradesh,2021,1,Huawei,173653,0.011702136
Madhya Pradesh,2021,1,Micromax,165359,0.01114322
Madhya Pradesh,2021,1,Others,1412501,0.095185683
Madhya Pradesh,2021,2,Xiaomi,4052668,0.254230257
Madhya Pradesh,2021,2,Vivo,3483187,0.218505815
Madhya Pradesh,2021,2,Samsung,2757784,0.173000141
Madhya Pradesh,2021,2,Oppo,2001363,0.125548658
Madhya Pradesh,2021,2,Realme,1196164,0.075037255
Madhya Pradesh,2021,2,Tecno,240188,0.015067372
Madhya Pradesh,2021,2,Apple,228017,0.014303866
Madhya Pradesh,2021,2,Motorola,210526,0.013206628
Madhya Pradesh,2021,2,OnePlus,182565,0.01145259
Madhya Pradesh,2021,2,Huawei,171485,0.010757525
Madhya Pradesh,2021,2,Others,1416988,0.088889893
Madhya Pradesh,2021,3,Xiaomi,4290362,0.249291337
Madhya Pradesh,2021,3,Vivo,3891058,0.226089792
Madhya Pradesh,2021,3,Samsung,2829150,0.164387664
Madhya Pradesh,2021,3,Oppo,2215661,0.128740907
Madhya Pradesh,2021,3,Realme,1404072,0.081583556
Madhya Pradesh,2021,3,Tecno,298534,0.017346308
Madhya Pradesh,2021,3,Apple,249062,0.014471739
Madhya Pradesh,2021,3,OnePlus,224466,0.013042589
Madhya Pradesh,2021,3,Motorola,208788,0.01213162
Madhya Pradesh,2021,3,Huawei,180559,0.010491375
Madhya Pradesh,2021,3,Others,1418521,0.082423114
Madhya Pradesh,2021,4,Xiaomi,4500562,0.243850387
Madhya Pradesh,2021,4,Vivo,4248158,0.230174581
Madhya Pradesh,2021,4,Samsung,2921496,0.158293104
Madhya Pradesh,2021,4,Oppo,2400977,0.130090236
Madhya Pradesh,2021,4,Realme,1682298,0.09115062
Madhya Pradesh,2021,4,Tecno,350126,0.0189706
Madhya Pradesh,2021,4,Apple,293413,0.015897764
Madhya Pradesh,2021,4,OnePlus,264637,0.014338617
Madhya Pradesh,2021,4,Motorola,211860,0.011479043
Madhya Pradesh,2021,4,Huawei,174122,0.009434314
Madhya Pradesh,2021,4,Others,1408594,0.076320733
Madhya Pradesh,2022,1,Xiaomi,4678482,0.23801623
Madhya Pradesh,2022,1,Vivo,4575284,0.232766065
Madhya Pradesh,2022,1,Samsung,3009068,0.153085343
Madhya Pradesh,2022,1,Oppo,2595568,0.132048667
Madhya Pradesh,2022,1,Realme,1935366,0.098461107
Madhya Pradesh,2022,1,Tecno,424783,0.021610695
Madhya Pradesh,2022,1,Apple,325559,0.016562707
Madhya Pradesh,2022,1,OnePlus,303765,0.015453944
Madhya Pradesh,2022,1,Motorola,211431,0.010756482
Madhya Pradesh,2022,1,Huawei,173297,0.008816428
Madhya Pradesh,2022,1,Others,1423544,0.072422332
Maharashtra,2018,1,Xiaomi,1606618,0.263078366
Maharashtra,2018,1,Samsung,1354403,0.221778996
Maharashtra,2018,1,Vivo,722501,0.118307141
Maharashtra,2018,1,Oppo,611419,0.100117832
Maharashtra,2018,1,Motorola,250397,0.041001678
Maharashtra,2018,1,OnePlus,250269,0.040980718
Maharashtra,2018,1,Apple,240145,0.039322947
Maharashtra,2018,1,Realme,238202,0.039004787
Maharashtra,2018,1,Lenovo,157770,0.025834314
Maharashtra,2018,1,Huawei,77241,0.012647957
Maharashtra,2018,1,Others,598029,0.097925264
Maharashtra,2018,2,Xiaomi,2177364,0.264809749
Maharashtra,2018,2,Samsung,1813491,0.220555725
Maharashtra,2018,2,Vivo,1030036,0.125272382
Maharashtra,2018,2,Oppo,852747,0.103710596
Maharashtra,2018,2,Motorola,326189,0.039670917
Maharashtra,2018,2,Realme,312225,0.037972624
Maharashtra,2018,2,OnePlus,312199,0.037969462
Maharashtra,2018,2,Apple,308656,0.037538564
Maharashtra,2018,2,Lenovo,200468,0.024380802
Maharashtra,2018,2,Huawei,103831,0.012627866
Maharashtra,2018,2,Others,785165,0.095491313
Maharashtra,2018,3,Xiaomi,2766078,0.265076114
Maharashtra,2018,3,Samsung,2300594,0.220468301
Maharashtra,2018,3,Vivo,1399253,0.134091862
Maharashtra,2018,3,Oppo,1125654,0.107872587
Maharashtra,2018,3,Realme,390608,0.037432368
Maharashtra,2018,3,Motorola,388369,0.037217803
Maharashtra,2018,3,Apple,375379,0.035972958
Maharashtra,2018,3,OnePlus,373333,0.035776887
Maharashtra,2018,3,Lenovo,228516,0.021898925
Maharashtra,2018,3,Huawei,134410,0.012880649
Maharashtra,2018,3,Others,952839,0.091311546
Maharashtra,2018,4,Xiaomi,3540182,0.264555918
Maharashtra,2018,4,Samsung,2956289,0.220921905
Maharashtra,2018,4,Vivo,1906545,0.142475094
Maharashtra,2018,4,Oppo,1510894,0.112908305
Maharashtra,2018,4,Realme,492198,0.036781695
Maharashtra,2018,4,Apple,470804,0.035182933
Maharashtra,2018,4,Motorola,466650,0.034872506
Maharashtra,2018,4,OnePlus,454556,0.033968728
Maharashtra,2018,4,Lenovo,269382,0.020130774
Maharashtra,2018,4,Huawei,175714,0.013131014
Maharashtra,2018,4,Others,1138388,0.08507113
Maharashtra,2019,1,Xiaomi,4274491,0.262489107
Maharashtra,2019,1,Samsung,3611915,0.22180146
Maharashtra,2019,1,Vivo,2418126,0.14849294
Maharashtra,2019,1,Oppo,1907902,0.117160965
Maharashtra,2019,1,Realme,585138,0.035932314
Maharashtra,2019,1,Apple,558788,0.034314206
Maharashtra,2019,1,Motorola,534307,0.03281087
Maharashtra,2019,1,OnePlus,525104,0.032245729
Maharashtra,2019,1,Lenovo,306357,0.018812854
Maharashtra,2019,1,Huawei,217773,0.013373064
Maharashtra,2019,1,Others,1344550,0.082566492
Maharashtra,2019,2,Xiaomi,4892831,0.260576105
Maharashtra,2019,2,Samsung,4177428,0.222476091
Maharashtra,2019,2,Vivo,2871247,0.152913182
Maharashtra,2019,2,Oppo,2256129,0.120154018
Maharashtra,2019,2,Realme,671555,0.035764813
Maharashtra,2019,2,Apple,637834,0.033968943
Maharashtra,2019,2,Motorola,590477,0.031446865
Maharashtra,2019,2,OnePlus,584246,0.031115023
Maharashtra,2019,2,Lenovo,336952,0.017944957
Maharashtra,2019,2,Huawei,250636,0.01334805
Maharashtra,2019,2,Others,1507640,0.080291953
Maharashtra,2019,3,Xiaomi,5512362,0.258637501
Maharashtra,2019,3,Samsung,4737873,0.222298831
Maharashtra,2019,3,Vivo,3365190,0.157893174
Maharashtra,2019,3,Oppo,2622932,0.123066768
Maharashtra,2019,3,Realme,776018,0.036410409
Maharashtra,2019,3,Apple,710463,0.033334599
Maharashtra,2019,3,OnePlus,640069,0.030031744
Maharashtra,2019,3,Motorola,634763,0.029782789
Maharashtra,2019,3,Lenovo,350502,0.016445393
Maharashtra,2019,3,Huawei,283713,0.013311684
Maharashtra,2019,3,Others,1679196,0.078787107
Maharashtra,2019,4,Xiaomi,6103857,0.257055408
Maharashtra,2019,4,Samsung,5262077,0.221605019
Maharashtra,2019,4,Vivo,3869506,0.162958838
Maharashtra,2019,4,Oppo,2994940,0.126127713
Maharashtra,2019,4,Realme,901700,0.037973835
Maharashtra,2019,4,Apple,765131,0.032222423
Maharashtra,2019,4,OnePlus,681386,0.028695619
Maharashtra,2019,4,Motorola,672128,0.028305731
Maharashtra,2019,4,Lenovo,367641,0.015482687
Maharashtra,2019,4,Huawei,311865,0.013133759
Maharashtra,2019,4,Others,1815066,0.076438968
Maharashtra,2020,1,Xiaomi,6677147,0.255160787
Maharashtra,2020,1,Samsung,5772343,0.220584568
Maharashtra,2020,1,Vivo,4396537,0.168009457
Maharashtra,2020,1,Oppo,3377366,0.129062812
Maharashtra,2020,1,Realme,1031169,0.039405137
Maharashtra,2020,1,Apple,815679,0.031170393
Maharashtra,2020,1,OnePlus,715746,0.027351549
Maharashtra,2020,1,Motorola,704678,0.026928596
Maharashtra,2020,1,Lenovo,387278,0.014799458
Maharashtra,2020,1,Huawei,338054,0.01291841
Maharashtra,2020,1,Others,1952393,0.074608831
Maharashtra,2020,2,Xiaomi,7291300,0.253477427
Maharashtra,2020,2,Samsung,6335245,0.220240781
Maharashtra,2020,2,Vivo,4942835,0.171834529
Maharashtra,2020,2,Oppo,3797269,0.132009652
Maharashtra,2020,2,Realme,1160245,0.040335183
Maharashtra,2020,2,Apple,858658,0.029850702
Maharashtra,2020,2,OnePlus,742365,0.025807849
Maharashtra,2020,2,Motorola,742088,0.025798219
Maharashtra,2020,2,Lenovo,406197,0.014121181
Maharashtra,2020,2,Huawei,362725,0.012609905
Maharashtra,2020,2,Others,2126159,0.073914571
Maharashtra,2020,3,Xiaomi,7895486,0.251372442
Maharashtra,2020,3,Samsung,6914730,0.220147635
Maharashtra,2020,3,Vivo,5536849,0.176279365
Maharashtra,2020,3,Oppo,4210793,0.134061073
Maharashtra,2020,3,Realme,1316605,0.041917396
Maharashtra,2020,3,Apple,911356,0.029015286
Maharashtra,2020,3,OnePlus,778193,0.02477571
Maharashtra,2020,3,Motorola,776080,0.024708438
Maharashtra,2020,3,Lenovo,423666,0.013488461
Maharashtra,2020,3,Huawei,386542,0.012306526
Maharashtra,2020,3,Others,2259213,0.071927667
Maharashtra,2020,4,Xiaomi,8584570,0.249314959
Maharashtra,2020,4,Samsung,7578573,0.220098575
Maharashtra,2020,4,Vivo,6188503,0.179727858
Maharashtra,2020,4,Oppo,4665421,0.135494177
Maharashtra,2020,4,Realme,1504255,0.043686903
Maharashtra,2020,4,Apple,983306,0.028557388
Maharashtra,2020,4,OnePlus,822805,0.023896083
Maharashtra,2020,4,Motorola,813317,0.02362053
Maharashtra,2020,4,Lenovo,444638,0.012913274
Maharashtra,2020,4,Huawei,413761,0.012016537
Maharashtra,2020,4,Others,2433482,0.070673716
Maharashtra,2021,1,Xiaomi,9195320,0.24800245
Maharashtra,2021,1,Samsung,8088910,0.21816201
Maharashtra,2021,1,Vivo,6831786,0.184256737
Maharashtra,2021,1,Oppo,5069410,0.136724562
Maharashtra,2021,1,Realme,1696339,0.045751124
Maharashtra,2021,1,Apple,1054581,0.028442585
Maharashtra,2021,1,OnePlus,870022,0.023464935
Maharashtra,2021,1,Motorola,832101,0.022442186
Maharashtra,2021,1,Lenovo,447713,0.012075047
Maharashtra,2021,1,Huawei,431846,0.011647106
Maharashtra,2021,1,Others,2559509,0.069031257
Maharashtra,2021,2,Xiaomi,9764252,0.246169837
Maharashtra,2021,2,Samsung,8511194,0.214578571
Maharashtra,2021,2,Vivo,7509629,0.189327779
Maharashtra,2021,2,Oppo,5487836,0.138355677
Maharashtra,2021,2,Realme,2003392,0.050508189
Maharashtra,2021,2,Apple,1131848,0.0285354
Maharashtra,2021,2,OnePlus,949407,0.023935819
Maharashtra,2021,2,Motorola,820661,0.02068996
Maharashtra,2021,2,Lenovo,430496,0.010853379
Maharashtra,2021,2,Huawei,429331,0.010824008
Maharashtra,2021,2,Others,2626651,0.066221381
Maharashtra,2021,3,Xiaomi,10369008,0.243511312
Maharashtra,2021,3,Samsung,8810154,0.206902353
Maharashtra,2021,3,Vivo,8354641,0.196204843
Maharashtra,2021,3,Oppo,6005730,0.141041765
Maharashtra,2021,3,Realme,2373088,0.055730864
Maharashtra,2021,3,Apple,1219480,0.028638918
Maharashtra,2021,3,OnePlus,1108387,0.026029951
Maharashtra,2021,3,Motorola,801994,0.018834455
Maharashtra,2021,3,Huawei,436025,0.010239844
Maharashtra,2021,3,Tecno,422485,0.009921863
Maharashtra,2021,3,Others,2680225,0.062943833
Maharashtra,2021,4,Xiaomi,10876133,0.239127831
Maharashtra,2021,4,Vivo,9147706,0.201125813
Maharashtra,2021,4,Samsung,9133368,0.200810571
Maharashtra,2021,4,Oppo,6511923,0.143174235
Maharashtra,2021,4,Realme,2837580,0.062388383
Maharashtra,2021,4,Apple,1382079,0.030387046
Maharashtra,2021,4,OnePlus,1264294,0.027797369
Maharashtra,2021,4,Motorola,794353,0.017465023
Maharashtra,2021,4,Tecno,485180,0.010667398
Maharashtra,2021,4,Huawei,420624,0.009248039
Maharashtra,2021,4,Others,2629266,0.057808292
Maharashtra,2022,1,Xiaomi,11340940,0.235154413
Maharashtra,2022,1,Vivo,9873983,0.204737056
Maharashtra,2022,1,Samsung,9447206,0.195887834
Maharashtra,2022,1,Oppo,7009300,0.145337849
Maharashtra,2022,1,Realme,3235912,0.067096641
Maharashtra,2022,1,Apple,1510802,0.031326482
Maharashtra,2022,1,OnePlus,1396866,0.028964019
Maharashtra,2022,1,Motorola,788109,0.016341442
Maharashtra,2022,1,Tecno,572060,0.011861665
Maharashtra,2022,1,Huawei,416025,0.008626279
Maharashtra,2022,1,Others,2636427,0.054666319
Manipur,2018,1,Xiaomi,12453,0.416140351
Manipur,2018,1,Samsung,5612,0.187535505
Manipur,2018,1,Vivo,2289,0.076491228
Manipur,2018,1,Oppo,2039,0.068137009
Manipur,2018,1,Realme,980,0.032748538
Manipur,2018,1,Apple,918,0.030676692
Manipur,2018,1,OnePlus,554,0.018512949
Manipur,2018,1,Lyf,545,0.018212197
Manipur,2018,1,Lenovo,478,0.015973266
Manipur,2018,1,Motorola,430,0.014369256
Manipur,2018,1,Others,3627,0.121203008
Manipur,2018,2,Xiaomi,19879,0.431636087
Manipur,2018,2,Samsung,8477,0.184062534
Manipur,2018,2,Vivo,3889,0.084442514
Manipur,2018,2,Oppo,3211,0.069720986
Manipur,2018,2,Realme,1474,0.032005211
Manipur,2018,2,Apple,1280,0.027792856
Manipur,2018,2,OnePlus,779,0.016914559
Manipur,2018,2,Lyf,726,0.015763761
Manipur,2018,2,Lenovo,671,0.014569536
Manipur,2018,2,Motorola,611,0.013266746
Manipur,2018,2,Others,5058,0.109825209
Manipur,2018,3,Xiaomi,26950,0.435133608
Manipur,2018,3,Samsung,11353,0.183305078
Manipur,2018,3,Vivo,5709,0.092177283
Manipur,2018,3,Oppo,4448,0.071817228
Manipur,2018,3,Realme,1932,0.031193994
Manipur,2018,3,Apple,1676,0.027060628
Manipur,2018,3,OnePlus,1022,0.016501171
Manipur,2018,3,Motorola,866,0.013982401
Manipur,2018,3,Micromax,817,0.013191249
Manipur,2018,3,Gionee,816,0.013175103
Manipur,2018,3,Others,6346,0.102462259
Manipur,2018,4,Xiaomi,36506,0.442020124
Manipur,2018,4,Samsung,15215,0.184225502
Manipur,2018,4,Vivo,7945,0.096199252
Manipur,2018,4,Oppo,6107,0.073944472
Manipur,2018,4,Realme,2561,0.031008972
Manipur,2018,4,Apple,2195,0.026577389
Manipur,2018,4,OnePlus,1217,0.014735619
Manipur,2018,4,Motorola,1091,0.013209992
Manipur,2018,4,Huawei,1063,0.012870963
Manipur,2018,4,Lenovo,1045,0.012653017
Manipur,2018,4,Others,7644,0.092554699
Manipur,2019,1,Xiaomi,44328,0.445386679
Manipur,2019,1,Samsung,18143,0.182292242
Manipur,2019,1,Vivo,9987,0.10034463
Manipur,2019,1,Oppo,7606,0.076421474
Manipur,2019,1,Realme,3053,0.030675093
Manipur,2019,1,Apple,2686,0.026987652
Manipur,2019,1,OnePlus,1419,0.014257438
Manipur,2019,1,Huawei,1320,0.013262733
Manipur,2019,1,Motorola,1261,0.012669929
Manipur,2019,1,Lenovo,1160,0.011655129
Manipur,2019,1,Others,8564,0.086047002
Manipur,2019,2,Xiaomi,52830,0.448673852
Manipur,2019,2,Samsung,21344,0.181270011
Manipur,2019,2,Vivo,12208,0.103679924
Manipur,2019,2,Oppo,9283,0.078838527
Manipur,2019,2,Realme,3549,0.030140895
Manipur,2019,2,Apple,3146,0.026718303
Manipur,2019,2,Huawei,1571,0.013342166
Manipur,2019,2,OnePlus,1538,0.013061904
Manipur,2019,2,Motorola,1419,0.012051262
Manipur,2019,2,Lenovo,1409,0.011966335
Manipur,2019,2,Others,9450,0.080256822
Manipur,2019,3,Xiaomi,62189,0.456212037
Manipur,2019,3,Samsung,24119,0.176934476
Manipur,2019,3,Vivo,14457,0.106055049
Manipur,2019,3,Oppo,10716,0.078611462
Manipur,2019,3,Realme,4255,0.031214238
Manipur,2019,3,Apple,3713,0.027238182
Manipur,2019,3,Huawei,1849,0.013564072
Manipur,2019,3,OnePlus,1718,0.012603069
Manipur,2019,3,Motorola,1557,0.01142199
Manipur,2019,3,Gionee,1435,0.010527011
Manipur,2019,3,Others,10308,0.075618416
Manipur,2019,4,Xiaomi,71382,0.45946781
Manipur,2019,4,Samsung,27196,0.175053747
Manipur,2019,4,Vivo,17057,0.109791578
Manipur,2019,4,Oppo,12455,0.080169673
Manipur,2019,4,Realme,5083,0.03271798
Manipur,2019,4,Apple,4146,0.026686749
Manipur,2019,4,Huawei,2110,0.013581534
Manipur,2019,4,OnePlus,1880,0.012101083
Manipur,2019,4,Motorola,1694,0.010903848
Manipur,2019,4,Gionee,1532,0.009861095
Manipur,2019,4,Others,10823,0.069664903
Manipur,2020,1,Xiaomi,82065,0.462666456
Manipur,2020,1,Samsung,30698,0.173069334
Manipur,2020,1,Vivo,20017,0.11285194
Manipur,2020,1,Oppo,14505,0.08177636
Manipur,2020,1,Realme,6022,0.033950861
Manipur,2020,1,Apple,4598,0.025922627
Manipur,2020,1,Huawei,2413,0.013604023
Manipur,2020,1,OnePlus,2036,0.011478571
Manipur,2020,1,Motorola,1833,0.010334096
Manipur,2020,1,Lenovo,1609,0.009071228
Manipur,2020,1,Others,11578,0.065274505
Manipur,2020,2,Xiaomi,101637,0.471642165
Manipur,2020,2,Samsung,36569,0.169696885
Manipur,2020,2,Vivo,24681,0.114531128
Manipur,2020,2,Oppo,17877,0.082957456
Manipur,2020,2,Realme,7575,0.035151465
Manipur,2020,2,Apple,5110,0.023712737
Manipur,2020,2,Huawei,2813,0.013053607
Manipur,2020,2,OnePlus,2198,0.010199725
Manipur,2020,2,Motorola,2017,0.009359803
Manipur,2020,2,Lenovo,1798,0.008343542
Manipur,2020,2,Others,13221,0.061351487
Manipur,2020,3,Xiaomi,123688,0.478366974
Manipur,2020,3,Samsung,43350,0.167657399
Manipur,2020,3,Vivo,30086,0.116358489
Manipur,2020,3,Oppo,21723,0.084014341
Manipur,2020,3,Realme,9422,0.036439862
Manipur,2020,3,Apple,5797,0.022420068
Manipur,2020,3,Huawei,3222,0.01246118
Manipur,2020,3,OnePlus,2459,0.009510255
Manipur,2020,3,Motorola,2176,0.008415744
Manipur,2020,3,Lenovo,1996,0.007719589
Manipur,2020,3,Others,14644,0.0566361
Manipur,2020,4,Xiaomi,137767,0.477078803
Manipur,2020,4,Samsung,48641,0.168440846
Manipur,2020,4,Vivo,34019,0.117805743
Manipur,2020,4,Oppo,24639,0.085323369
Manipur,2020,4,Realme,11096,0.038424778
Manipur,2020,4,Apple,6525,0.022595681
Manipur,2020,4,Huawei,3448,0.011940216
Manipur,2020,4,OnePlus,2688,0.009308382
Manipur,2020,4,Motorola,2319,0.008030557
Manipur,2020,4,Lenovo,2118,0.007334506
Manipur,2020,4,Others,15512,0.053717119
Manipur,2021,1,Xiaomi,149035,0.47665575
Manipur,2021,1,Samsung,52212,0.166988627
Manipur,2021,1,Vivo,37725,0.120655136
Manipur,2021,1,Oppo,26807,0.085736308
Manipur,2021,1,Realme,12487,0.03993693
Manipur,2021,1,Apple,7077,0.022634232
Manipur,2021,1,Huawei,3626,0.011596965
Manipur,2021,1,OnePlus,2920,0.009338979
Manipur,2021,1,Motorola,2347,0.007506365
Manipur,2021,1,Lenovo,2098,0.006709993
Manipur,2021,1,Others,16334,0.052240715
Manipur,2021,2,Xiaomi,159031,0.474140527
Manipur,2021,2,Samsung,55541,0.165591859
Manipur,2021,2,Vivo,41068,0.122441556
Manipur,2021,2,Oppo,29009,0.086488437
Manipur,2021,2,Realme,14786,0.044083492
Manipur,2021,2,Apple,7675,0.022882511
Manipur,2021,2,Huawei,3685,0.010986587
Manipur,2021,2,OnePlus,3183,0.009489906
Manipur,2021,2,Motorola,2290,0.006827485
Manipur,2021,2,HMD Global,2192,0.006535305
Manipur,2021,2,Others,16949,0.050532335
Manipur,2021,3,Xiaomi,171051,0.472844431
Manipur,2021,3,Samsung,57831,0.159864989
Manipur,2021,3,Vivo,45197,0.124940221
Manipur,2021,3,Oppo,32022,0.088519941
Manipur,2021,3,Realme,17435,0.048196401
Manipur,2021,3,Apple,8421,0.023278572
Manipur,2021,3,Huawei,4030,0.011140321
Manipur,2021,3,OnePlus,3903,0.010789249
Manipur,2021,3,Motorola,2266,0.006264012
Manipur,2021,3,HMD Global,2169,0.00599587
Manipur,2021,3,Others,17424,0.048165994
Manipur,2021,4,Xiaomi,183086,0.472180242
Manipur,2021,4,Samsung,60028,0.154812687
Manipur,2021,4,Vivo,48425,0.124888458
Manipur,2021,4,Oppo,34483,0.08893193
Manipur,2021,4,Realme,21355,0.055074714
Manipur,2021,4,Apple,9391,0.024219463
Manipur,2021,4,OnePlus,4695,0.012108442
Manipur,2021,4,Huawei,4031,0.010395981
Manipur,2021,4,HMD Global,2508,0.006468152
Manipur,2021,4,Motorola,2358,0.006081301
Manipur,2021,4,Others,17386,0.044838631
Manipur,2022,1,Xiaomi,193373,0.46946589
Manipur,2022,1,Samsung,62042,0.150623938
Manipur,2022,1,Vivo,51648,0.125389658
Manipur,2022,1,Oppo,37434,0.090881282
Manipur,2022,1,Realme,24745,0.060075261
Manipur,2022,1,Apple,10256,0.024899247
Manipur,2022,1,OnePlus,5335,0.012952173
Manipur,2022,1,Huawei,4094,0.009939306
Manipur,2022,1,HMD Global,2518,0.006113134
Manipur,2022,1,Motorola,2359,0.005727118
Manipur,2022,1,Others,18096,0.043932993
Meghalaya,2018,1,Xiaomi,4528,0.244584886
Meghalaya,2018,1,Samsung,3411,0.184248906
Meghalaya,2018,1,Vivo,1869,0.100956085
Meghalaya,2018,1,Oppo,1779,0.096094636
Meghalaya,2018,1,Realme,1065,0.057527143
Meghalaya,2018,1,Motorola,662,0.035758656
Meghalaya,2018,1,Lenovo,577,0.031167288
Meghalaya,2018,1,Apple,548,0.029600821
Meghalaya,2018,1,Micromax,498,0.026900016
Meghalaya,2018,1,OnePlus,435,0.023497002
Meghalaya,2018,1,Others,3141,0.16966456
Meghalaya,2018,2,Xiaomi,6618,0.248628747
Meghalaya,2018,2,Samsung,4962,0.186415208
Meghalaya,2018,2,Vivo,2798,0.105116838
Meghalaya,2018,2,Oppo,2671,0.100345631
Meghalaya,2018,2,Realme,1478,0.055526336
Meghalaya,2018,2,Motorola,917,0.034450372
Meghalaya,2018,2,Lenovo,808,0.030355399
Meghalaya,2018,2,Apple,711,0.026711248
Meghalaya,2018,2,Micromax,667,0.025058231
Meghalaya,2018,2,Asus,556,0.020888121
Meghalaya,2018,2,Others,4432,0.16650387
Meghalaya,2018,3,Xiaomi,9247,0.248035192
Meghalaya,2018,3,Samsung,7096,0.190338242
Meghalaya,2018,3,Vivo,4323,0.11595719
Meghalaya,2018,3,Oppo,3817,0.102384593
Meghalaya,2018,3,Realme,1993,0.053458866
Meghalaya,2018,3,Motorola,1170,0.031383278
Meghalaya,2018,3,Lenovo,958,0.025696736
Meghalaya,2018,3,Apple,908,0.02435557
Meghalaya,2018,3,Micromax,900,0.024140983
Meghalaya,2018,3,Asus,784,0.021029479
Meghalaya,2018,3,Others,6085,0.163219871
Meghalaya,2018,4,Xiaomi,12391,0.249647419
Meghalaya,2018,4,Samsung,9662,0.194664947
Meghalaya,2018,4,Vivo,6164,0.124189064
Meghalaya,2018,4,Oppo,5306,0.106902526
Meghalaya,2018,4,Realme,2710,0.05459967
Meghalaya,2018,4,Motorola,1447,0.029153403
Meghalaya,2018,4,Lenovo,1261,0.025405972
Meghalaya,2018,4,Apple,1138,0.022927832
Meghalaya,2018,4,Asus,1055,0.021255591
Meghalaya,2018,4,Micromax,1051,0.021175001
Meghalaya,2018,4,Others,7449,0.150078575
Meghalaya,2019,1,Xiaomi,15243,0.247906061
Meghalaya,2019,1,Samsung,11907,0.19365069
Meghalaya,2019,1,Vivo,7947,0.129246833
Meghalaya,2019,1,Oppo,6915,0.112462797
Meghalaya,2019,1,Realme,3316,0.053930099
Meghalaya,2019,1,Motorola,1658,0.02696505
Meghalaya,2019,1,Lenovo,1461,0.02376112
Meghalaya,2019,1,Apple,1365,0.022199815
Meghalaya,2019,1,Huawei,1316,0.021402898
Meghalaya,2019,1,Micromax,1298,0.021110153
Meghalaya,2019,1,Others,9061,0.147364484
Meghalaya,2019,2,Xiaomi,18498,0.247478126
Meghalaya,2019,2,Samsung,14431,0.193067188
Meghalaya,2019,2,Vivo,9893,0.132354909
Meghalaya,2019,2,Oppo,8757,0.117156771
Meghalaya,2019,2,Realme,4015,0.053715249
Meghalaya,2019,2,Motorola,1926,0.025767265
Meghalaya,2019,2,Lenovo,1740,0.023278838
Meghalaya,2019,2,Huawei,1622,0.021700158
Meghalaya,2019,2,Apple,1607,0.021499478
Meghalaya,2019,2,Micromax,1521,0.020348915
Meghalaya,2019,2,Others,10736,0.143633104
Meghalaya,2019,3,Xiaomi,21608,0.247245266
Meghalaya,2019,3,Samsung,16550,0.189370101
Meghalaya,2019,3,Vivo,11978,0.137055896
Meghalaya,2019,3,Oppo,10379,0.118759654
Meghalaya,2019,3,Realme,4869,0.055712569
Meghalaya,2019,3,Motorola,2101,0.024040277
Meghalaya,2019,3,Huawei,1917,0.021934893
Meghalaya,2019,3,Apple,1850,0.021168259
Meghalaya,2019,3,Asus,1800,0.020596144
Meghalaya,2019,3,Micromax,1791,0.020493163
Meghalaya,2019,3,Others,12552,0.143623777
Meghalaya,2019,4,Xiaomi,24747,0.247395781
Meghalaya,2019,4,Samsung,19042,0.190362891
Meghalaya,2019,4,Vivo,14054,0.140497851
Meghalaya,2019,4,Oppo,12145,0.121413576
Meghalaya,2019,4,Realme,5932,0.059302209
Meghalaya,2019,4,Motorola,2238,0.022373288
Meghalaya,2019,4,Huawei,2178,0.021773468
Meghalaya,2019,4,Apple,2052,0.020513846
Meghalaya,2019,4,Micromax,1999,0.019984005
Meghalaya,2019,4,Asus,1825,0.018244527
Meghalaya,2019,4,Others,13818,0.138138558
Meghalaya,2020,1,Xiaomi,27877,0.244934718
Meghalaya,2020,1,Samsung,21610,0.189871193
Meghalaya,2020,1,Vivo,16379,0.14391024
Meghalaya,2020,1,Oppo,14191,0.124685891
Meghalaya,2020,1,Realme,7242,0.063630133
Meghalaya,2020,1,Huawei,2446,0.021491205
Meghalaya,2020,1,Motorola,2386,0.020964029
Meghalaya,2020,1,Apple,2309,0.020287487
Meghalaya,2020,1,Micromax,2089,0.018354508
Meghalaya,2020,1,Asus,2050,0.018011844
Meghalaya,2020,1,Others,15235,0.133858752
Meghalaya,2020,2,Xiaomi,32935,0.241793981
Meghalaya,2020,2,Samsung,25696,0.188648494
Meghalaya,2020,2,Vivo,20152,0.147946935
Meghalaya,2020,2,Oppo,17459,0.128176138
Meghalaya,2020,2,Realme,9186,0.067439487
Meghalaya,2020,2,Huawei,2792,0.02049761
Meghalaya,2020,2,Motorola,2600,0.019088033
