States,Year,Quarter,District,Trans_Counts,Amount
"Dadra , Nagarhaveli , Daman , Diu",2022,4,Diu,154870,296319509.7
Delhi,2018,1,Central Delhi,2997714,4312145216
Delhi,2018,1,New Delhi,883737,1478916789
Delhi,2018,1,South East Delhi,562694,929543692.8
Delhi,2018,1,West,545129,966855137
Delhi,2018,1,North West,387431,614242861.1
Delhi,2018,1,North,361539,574580634.3
Delhi,2018,1,East,357904,594248348.4
Delhi,2018,1,South,334361,597143870.5
Delhi,2018,1,South West,318199,555900155.5
Delhi,2018,1,Shahdara,193886,326458215.4
Delhi,2018,2,Central Delhi,3589206,6223466821
Delhi,2018,2,New Delhi,1177251,2387389847
Delhi,2018,2,West,785457,1588935316
Delhi,2018,2,South East Delhi,767547,1466216714
Delhi,2018,2,North West,575888,1041767877
Delhi,2018,2,North,517958,975252185.7
Delhi,2018,2,South,513003,979271408.8
Delhi,2018,2,East,504193,925784169.7
Delhi,2018,2,South West,440508,903268239.1
Delhi,2018,2,Shahdara,272663,533105673.6
Delhi,2018,3,Central Delhi,8165361,10515884583
Delhi,2018,3,New Delhi,2022950,3481996396
Delhi,2018,3,West,1402787,2408205061
Delhi,2018,3,South East Delhi,1321135,2190894941
Delhi,2018,3,North West,1071877,1611349651
Delhi,2018,3,South,1009436,1501908121
Delhi,2018,3,East,990369,1384933230
Delhi,2018,3,North,955698,1471064055
Delhi,2018,3,South West,789269,1374843120
Delhi,2018,3,Shahdara,481819,805520386.6
Delhi,2018,4,Central Delhi,9373395,13878492766
Delhi,2018,4,New Delhi,3230268,5091082008
Delhi,2018,4,West,2678986,3650604508
Delhi,2018,4,South East Delhi,2675009,3473400560
Delhi,2018,4,North West,2221592,2514145475
Delhi,2018,4,East,2073615,2113753354
Delhi,2018,4,North,1864549,2189129077
Delhi,2018,4,South,1769675,2243831444
Delhi,2018,4,South West,1535302,2165326034
Delhi,2018,4,Shahdara,987533,1305320182
Delhi,2019,1,Central Delhi,12885975,16258175801
Delhi,2019,1,New Delhi,10000765,13939472235
Delhi,2019,1,South East Delhi,4177871,4783209116
Delhi,2019,1,West,3962949,5022146273
Delhi,2019,1,East,3074036,2994257491
Delhi,2019,1,North West,3030848,3421611241
Delhi,2019,1,South,2571440,2944578122
Delhi,2019,1,North,2528129,2919441274
Delhi,2019,1,South West,2287011,2903464344
Delhi,2019,1,Shahdara,1402956,1800644588
Delhi,2019,2,New Delhi,23313548,36146671718
Delhi,2019,2,Central Delhi,8821530,12827351678
Delhi,2019,2,West,4273168,5964570041
Delhi,2019,2,South East Delhi,4093477,5354348696
Delhi,2019,2,East,3157212,3432947911
Delhi,2019,2,North West,3032525,3903083209
Delhi,2019,2,South,2809313,3393506108
Delhi,2019,2,North,2646708,3429942979
Delhi,2019,2,South West,2441752,3375124289
Delhi,2019,2,Shahdara,1439856,2125041675
Delhi,2019,3,New Delhi,24687138,43288057342
Delhi,2019,3,Central Delhi,10383905,15911065631
Delhi,2019,3,West,5923192,8122173371
Delhi,2019,3,South East Delhi,5633818,7118731075
Delhi,2019,3,East,4260289,4563965029
Delhi,2019,3,South,4067756,4543363284
Delhi,2019,3,North West,4036365,5327025173
Delhi,2019,3,North,3597191,4566145276
Delhi,2019,3,South West,3392924,4564338750
Delhi,2019,3,Shahdara,1929681,2840221013
Delhi,2019,4,New Delhi,29048107,54398427888
Delhi,2019,4,Central Delhi,13130548,21110784971
Delhi,2019,4,West,6541869,9822841229
Delhi,2019,4,South East Delhi,6387755,8697135103
Delhi,2019,4,East,4787770,5518543582
Delhi,2019,4,South,4672501,5360121273
Delhi,2019,4,North West,4376687,6492920778
Delhi,2019,4,North,3982235,5440162132
Delhi,2019,4,South West,3796919,5538272503
Delhi,2019,4,Shahdara,2149197,3597910765
Delhi,2020,1,Central Delhi,24757650,41219414205
Delhi,2020,1,New Delhi,17899322,34941263526
Delhi,2020,1,West,6627571,10519670849
Delhi,2020,1,South East Delhi,6523345,9238065831
Delhi,2020,1,East,4783041,5861493191
Delhi,2020,1,South,4578729,5702232003
Delhi,2020,1,North West,4394010,7009463342
Delhi,2020,1,North,4134350,5959728046
Delhi,2020,1,South West,3956004,6031191820
Delhi,2020,1,Shahdara,2148023,3847703306
Delhi,2020,2,Central Delhi,17641823,30418597739
Delhi,2020,2,New Delhi,13713658,27033383046
Delhi,2020,2,West,5753319,8981471481
Delhi,2020,2,South East Delhi,5215263,7084670453
Delhi,2020,2,North West,4270005,6452332763
Delhi,2020,2,South West,4193591,6168338439
Delhi,2020,2,East,4005780,5059627017
Delhi,2020,2,South,3631140,4698622938
Delhi,2020,2,North,3462809,5258808051
Delhi,2020,2,North East,2229412,3393429629
Delhi,2020,3,Central Delhi,32203761,61527717934
Delhi,2020,3,New Delhi,17268250,34516772051
Delhi,2020,3,West,8231034,14963814239
Delhi,2020,3,South East Delhi,7402382,11175362188
Delhi,2020,3,North West,5785656,10454717367
Delhi,2020,3,South West,5547370,8927576871
Delhi,2020,3,East,5054670,7198767027
Delhi,2020,3,North,4691610,8507808246
Delhi,2020,3,South,4564631,6503381595
Delhi,2020,3,North East,2910048,5488227059
Delhi,2020,4,Central Delhi,32194168,61575435521
Delhi,2020,4,New Delhi,19719782,37020451053
Delhi,2020,4,West,12092280,22395396965
Delhi,2020,4,South East Delhi,11414146,17130268130
Delhi,2020,4,North West,8026101,14953244693
Delhi,2020,4,South West,7745403,12646111042
Delhi,2020,4,East,7410660,10725439312
Delhi,2020,4,South,6797385,9578135719
Delhi,2020,4,North,6775272,12208521801
Delhi,2020,4,Shahdara,4208254,9392225302
Delhi,2021,1,Central Delhi,54173342,90711721160
Delhi,2021,1,New Delhi,31953482,53832767509
Delhi,2021,1,West,12363374,23133622270
Delhi,2021,1,South East Delhi,12287216,18449868328
Delhi,2021,1,North West,8024587,15349170515
Delhi,2021,1,East,7874737,11290580992
Delhi,2021,1,South West,7721739,12780255588
Delhi,2021,1,South,7428356,10208060134
Delhi,2021,1,North,7199592,12976771848
Delhi,2021,1,Shahdara,4235592,9595155648
Delhi,2021,2,Central Delhi,62131856,1.01E+11
Delhi,2021,2,New Delhi,36788618,60387138441
Delhi,2021,2,West,12217454,22460950400
Delhi,2021,2,South East Delhi,11519378,17106146862
Delhi,2021,2,North West,8373397,15462806104
Delhi,2021,2,South West,8208259,13456640547
Delhi,2021,2,East,7486985,10978698462
Delhi,2021,2,South,7346726,9956087387
Delhi,2021,2,North,7283521,13045029035
Delhi,2021,2,North East,4567057,9118331387
Delhi,2021,3,Central Delhi,88849847,1.37E+11
Delhi,2021,3,New Delhi,50089446,77874603330
Delhi,2021,3,South East Delhi,17254936,25283744434
Delhi,2021,3,West,17186832,31879892281
Delhi,2021,3,North West,11436200,21133053482
Delhi,2021,3,South West,10691277,17385987189
Delhi,2021,3,East,10407086,14944795668
Delhi,2021,3,South,10381321,13789719687
Delhi,2021,3,North,10359707,18205778952
Delhi,2021,3,Shahdara,6108459,13750322170
Delhi,2021,4,Central Delhi,111134916,1.78E+11
Delhi,2021,4,New Delhi,61634107,99244375372
Delhi,2021,4,South East Delhi,21366628,32122243405
Delhi,2021,4,West,20430656,39890704520
Delhi,2021,4,North West,13585992,26091698381
Delhi,2021,4,South,12510023,16942839764
Delhi,2021,4,North,12503180,22723650290
Delhi,2021,4,South West,12404698,21054166956
Delhi,2021,4,East,12092666,18447833007
Delhi,2021,4,Shahdara,7518346,17929102853
Delhi,2022,1,Central Delhi,128309915,1.98E+11
Delhi,2022,1,New Delhi,71006225,1.11E+11
Delhi,2022,1,South East Delhi,23146633,34276252397
Delhi,2022,1,West,22748647,43283043831
Delhi,2022,1,North West,14899833,28208907241
Delhi,2022,1,North,14076598,25099334231
Delhi,2022,1,South West,13659485,22636957995
Delhi,2022,1,South,13519253,17982839889
Delhi,2022,1,East,13032988,19771730746
Delhi,2022,1,North East,8357217,17814230282
Delhi,2022,2,Central Delhi,159034619,2.33E+11
Delhi,2022,2,New Delhi,87939392,1.29E+11
Delhi,2022,2,South East Delhi,29302567,40564903164
Delhi,2022,2,West,28008086,50563146986
Delhi,2022,2,North West,18057230,33092543802
Delhi,2022,2,North,17494896,29482073628
Delhi,2022,2,South,17358990,21493188987
Delhi,2022,2,South West,16899542,26515960446
Delhi,2022,2,East,16485686,23141432020
Delhi,2022,2,Shahdara,10060246,22195136725
Delhi,2022,3,Central Delhi,243139962,3.27E+11
Delhi,2022,3,New Delhi,58178476,76558260277
Delhi,2022,3,West,30595250,52638495088
Delhi,2022,3,South East Delhi,30215862,40627500625
Delhi,2022,3,East,21104584,28881717614
Delhi,2022,3,North West,18316480,32675014922
Delhi,2022,3,South,18234782,21732528706
Delhi,2022,3,North,18232076,29812600679
Delhi,2022,3,South West,17276601,26324661267
Delhi,2022,3,Shahdara,10220528,21361296111
Delhi,2022,4,Central Delhi,280960656,3.86E+11
Delhi,2022,4,New Delhi,45094468,58157025088
Delhi,2022,4,South East Delhi,33116019,44231426531
Delhi,2022,4,West,32293188,56453476563
Delhi,2022,4,East,23683133,33122093387
Delhi,2022,4,North West,19859098,35599171826
Delhi,2022,4,South,19537728,23391855096
Delhi,2022,4,North,19393947,31932822870
Delhi,2022,4,South West,18499176,28102930810
Delhi,2022,4,Shahdara,11420073,24438534175
Goa,2018,1,North Goa,95114,187108292
Goa,2018,1,South Goa,65783,116748450.4
Goa,2018,2,North Goa,133429,290814882.4
Goa,2018,2,South Goa,96146,187788943
Goa,2018,3,North Goa,194726,421264288.5
Goa,2018,3,South Goa,144785,291902680.8
Goa,2018,4,North Goa,305380,714879898.6
Goa,2018,4,South Goa,209375,438125180.3
Goa,2019,1,North Goa,441807,940864352.3
Goa,2019,1,South Goa,297005,534459045
Goa,2019,2,North Goa,470250,1020834862
Goa,2019,2,South Goa,298191,571032241.5
Goa,2019,3,North Goa,673971,1293013307
Goa,2019,3,South Goa,418445,707353884.2
Goa,2019,4,North Goa,980231,1963621434
Goa,2019,4,South Goa,535041,959838915
Goa,2020,1,North Goa,1277387,2374507201
Goa,2020,1,South Goa,603850,1035864031
Goa,2020,2,North Goa,883695,1294651809
Goa,2020,2,South Goa,598397,888964620.6
Goa,2020,3,North Goa,1165122,2087621923
Goa,2020,3,South Goa,750409,1280721658
Goa,2020,4,North Goa,2504378,4712001379
Goa,2020,4,South Goa,1297003,2187791369
Goa,2021,1,North Goa,3797921,7119400650
Goa,2021,1,South Goa,1533628,2637842229
Goa,2021,2,North Goa,3083639,5391453885
Goa,2021,2,South Goa,1626496,2621399702
Goa,2021,3,North Goa,4282602,7042155412
Goa,2021,3,South Goa,2185161,3436270181
Goa,2021,4,North Goa,7808548,13467044828
Goa,2021,4,South Goa,3280211,5160212288
Goa,2022,1,North Goa,8513573,14075639844
Goa,2022,1,South Goa,3700525,5740805559
Goa,2022,2,North Goa,9999773,16484842033
Goa,2022,2,South Goa,4216281,6388195726
Goa,2022,3,North Goa,8310698,13076925808
Goa,2022,3,South Goa,4877989,6497339467
Goa,2022,4,North Goa,11455490,17268434372
Goa,2022,4,South Goa,5737184,7656551999
Gujarat,2018,1,Ahmadabad,1436152,2153123692
Gujarat,2018,1,Surat,983723,1346833711
Gujarat,2018,1,Vadodara,387998,604645570.2
Gujarat,2018,1,Banas Kantha,237457,197883270.2
Gujarat,2018,1,Gandhinagar,237393,318002413.7
Gujarat,2018,1,Mahesana,227748,213031001.6
Gujarat,2018,1,Rajkot,219190,296803513.8
Gujarat,2018,1,Kachchh,217912,316933354.8
Gujarat,2018,1,Bharuch,210073,249246117.1
Gujarat,2018,1,Bhavnagar,182948,171495425.6
Gujarat,2018,2,Ahmadabad,1809774,3307127930
Gujarat,2018,2,Surat,1310963,2189526110
Gujarat,2018,2,Vadodara,528893,975136493.2
Gujarat,2018,2,Gandhinagar,315542,522133969.7
Gujarat,2018,2,Banas Kantha,307928,362168353.1
Gujarat,2018,2,Bharuch,289862,428830769.6
Gujarat,2018,2,Kachchh,287874,494142162
Gujarat,2018,2,Mahesana,286014,362586915.6
Gujarat,2018,2,Rajkot,283913,465751106.6
Gujarat,2018,2,Bhavnagar,253332,265850891.7
Gujarat,2018,3,Ahmadabad,2600288,4740981792
Gujarat,2018,3,Surat,1899586,3203734474
Gujarat,2018,3,Vadodara,773456,1452835059
Gujarat,2018,3,Bharuch,480222,695864170.9
Gujarat,2018,3,Gandhinagar,479518,791502891.4
Gujarat,2018,3,Mahesana,464894,561504997.5
Gujarat,2018,3,Kachchh,421411,764023467.8
Gujarat,2018,3,Rajkot,402342,650585708
Gujarat,2018,3,Banas Kantha,396566,532922632.8
Gujarat,2018,3,Bhavnagar,374470,397576856.5
Gujarat,2018,4,Ahmadabad,3990090,6515656157
Gujarat,2018,4,Surat,2225031,4270243994
Gujarat,2018,4,Vadodara,1047381,2063816598
Gujarat,2018,4,Gandhinagar,693588,1143266870
Gujarat,2018,4,Bharuch,603122,1036812125
Gujarat,2018,4,Kachchh,537116,1068486739
Gujarat,2018,4,Banas Kantha,529655,758278914.5
Gujarat,2018,4,Mahesana,529470,758586454.1
Gujarat,2018,4,Rajkot,472933,879868565
Gujarat,2018,4,Valsad,468363,753128666.6
Gujarat,2019,1,Ahmadabad,7894660,10956007757
Gujarat,2019,1,Surat,3283182,5664609104
Gujarat,2019,1,Vadodara,1655864,2706612327
Gujarat,2019,1,Gandhinagar,1244457,1559852035
Gujarat,2019,1,Navsari,1112006,1853217634
Gujarat,2019,1,Bharuch,926374,1330716994
Gujarat,2019,1,Mahesana,899763,1021313511
Gujarat,2019,1,Kachchh,895127,1364193288
Gujarat,2019,1,Banas Kantha,805139,1054321489
Gujarat,2019,1,Valsad,750124,983591069.7
Gujarat,2019,2,Ahmadabad,11689965,19024891337
Gujarat,2019,2,Navsari,3136644,5394071895
Gujarat,2019,2,Surat,3047988,6016899815
Gujarat,2019,2,Vadodara,1717964,3251133814
Gujarat,2019,2,Gandhinagar,1205404,1791763500
Gujarat,2019,2,Bharuch,747899,1317325972
Gujarat,2019,2,Rajkot,724751,1400871095
Gujarat,2019,2,Mahesana,715052,1095164064
Gujarat,2019,2,Kachchh,688449,1389719506
Gujarat,2019,2,Banas Kantha,642084,1108185174
Gujarat,2019,3,Ahmadabad,14605589,23081622348
Gujarat,2019,3,Surat,4447301,7371726681
Gujarat,2019,3,Navsari,3007618,5936350632
Gujarat,2019,3,Vadodara,2407408,3950547764
Gujarat,2019,3,Gandhinagar,1850642,2359920414
Gujarat,2019,3,Bharuch,1040617,1624510954
Gujarat,2019,3,Rajkot,1022919,1587889778
Gujarat,2019,3,Mahesana,1012086,1334187013
Gujarat,2019,3,Anand,955946,948614191.3
Gujarat,2019,3,Banas Kantha,909575,1343558302
Gujarat,2019,4,Ahmadabad,15696056,29657904578
Gujarat,2019,4,Surat,4988183,9432189653
Gujarat,2019,4,Navsari,2986534,6831783125
Gujarat,2019,4,Vadodara,2908059,5087285260
Gujarat,2019,4,Gandhinagar,2081714,2917516450
Gujarat,2019,4,Bharuch,1324720,2217755668
Gujarat,2019,4,Mahesana,1166283,1805374816
Gujarat,2019,4,Rajkot,1134928,2127782299
Gujarat,2019,4,Banas Kantha,1087381,1918665318
Gujarat,2019,4,Valsad,1028011,1666399666
Gujarat,2020,1,Ahmadabad,17950876,35559467148
Gujarat,2020,1,Surat,6801887,13770083574
Gujarat,2020,1,Vadodara,3398524,5791008308
Gujarat,2020,1,Gandhinagar,2337267,3378567425
Gujarat,2020,1,Bharuch,1525995,2487359208
Gujarat,2020,1,Banas Kantha,1429235,2718891068
Gujarat,2020,1,Valsad,1342508,2197272850
Gujarat,2020,1,Rajkot,1339770,2664972202
Gujarat,2020,1,Kachchh,1305996,2617080219
Gujarat,2020,1,Mahesana,1294012,2067093335
Gujarat,2020,2,Ahmadabad,16430916,32731896547
Gujarat,2020,2,Surat,5654552,9378177063
Gujarat,2020,2,Vadodara,2796615,4621695377
Gujarat,2020,2,Gandhinagar,2039285,2913004124
Gujarat,2020,2,Banas Kantha,1860625,3107051804
Gujarat,2020,2,Bharuch,1673375,2438983131
Gujarat,2020,2,Mahesana,1592579,2300168471
Gujarat,2020,2,Valsad,1498222,2040840946
Gujarat,2020,2,Kachchh,1428844,2663558233
Gujarat,2020,2,Rajkot,1360781,2344811087
Gujarat,2020,3,Ahmadabad,21769867,43364229619
Gujarat,2020,3,Surat,7272097,14667802723
Gujarat,2020,3,Vadodara,4247473,7377577452
Gujarat,2020,3,Gandhinagar,2828558,4509986130
Gujarat,2020,3,Bharuch,2145954,3492190238
Gujarat,2020,3,Banas Kantha,2102221,4347810484
Gujarat,2020,3,Mahesana,1898909,3469191791
Gujarat,2020,3,Kachchh,1762816,3715321888
Gujarat,2020,3,Valsad,1743270,2801506603
Gujarat,2020,3,Rajkot,1490309,2995153085
Gujarat,2020,4,Ahmadabad,25926518,50995692377
Gujarat,2020,4,Surat,10950779,22483338828
Gujarat,2020,4,Vadodara,6066452,10175864216
Gujarat,2020,4,Gandhinagar,3802536,6260558379
Gujarat,2020,4,Bharuch,3243841,5265465829
Gujarat,2020,4,Banas Kantha,2687464,5676878892
Gujarat,2020,4,Valsad,2565319,4183435576
Gujarat,2020,4,Mahesana,2473227,4748375062
Gujarat,2020,4,Kachchh,2405892,5163742799
Gujarat,2020,4,Rajkot,1980653,4184580563
Gujarat,2021,1,Ahmadabad,36857358,68688129154
Gujarat,2021,1,Surat,13429789,28261722803
Gujarat,2021,1,Vadodara,7191021,11925964623
Gujarat,2021,1,Gandhinagar,4275528,7290530767
Gujarat,2021,1,Bharuch,3420929,5756013891
Gujarat,2021,1,Banas Kantha,2927080,6883945518
Gujarat,2021,1,Valsad,2745663,4775335084
Gujarat,2021,1,Kachchh,2664604,6036765373
Gujarat,2021,1,Mahesana,2587041,5454846786
Gujarat,2021,1,Rajkot,2278417,5057583315
Gujarat,2021,2,Ahmadabad,44173046,79437951666
Gujarat,2021,2,Surat,15230233,30756115156
Gujarat,2021,2,Vadodara,7847805,12902554422
Gujarat,2021,2,Gandhinagar,4552010,7835004938
Gujarat,2021,2,Bharuch,3937665,6464930553
Gujarat,2021,2,Banas Kantha,3648428,8286069196
Gujarat,2021,2,Kachchh,3268191,7040086478
Gujarat,2021,2,Valsad,3236626,5434041160
Gujarat,2021,2,Mahesana,3118685,6292779692
Gujarat,2021,2,Rajkot,2675842,5707346831
Gujarat,2021,3,Ahmadabad,58611265,1.02E+11
Gujarat,2021,3,Surat,21214459,40838608900
Gujarat,2021,3,Vadodara,10555446,16336422911
Gujarat,2021,3,Gandhinagar,6318239,10546315791
Gujarat,2021,3,Bharuch,5280607,8322570349
Gujarat,2021,3,Banas Kantha,4877149,11302732745
Gujarat,2021,3,Valsad,4434194,7173200940
Gujarat,2021,3,Kachchh,4378602,9001941153
Gujarat,2021,3,Mahesana,4085272,8371811502
Gujarat,2021,3,Rajkot,3586356,7726777655
Gujarat,2021,4,Ahmadabad,70075885,1.25E+11
Gujarat,2021,4,Surat,26358525,51244301661
Gujarat,2021,4,Vadodara,12675332,20051547593
Gujarat,2021,4,Gandhinagar,7658806,13063535936
Gujarat,2021,4,Bharuch,6671068,10647007113
Gujarat,2021,4,Banas Kantha,6396725,14662295530
Gujarat,2021,4,Valsad,5798487,9554286593
Gujarat,2021,4,Kachchh,5470337,11281039516
Gujarat,2021,4,Mahesana,5022604,10719744657
Gujarat,2021,4,Rajkot,4398724,9808446764
Gujarat,2022,1,Ahmadabad,79952986,1.41E+11
Gujarat,2022,1,Surat,31199368,60384509134
Gujarat,2022,1,Vadodara,14343830,22232541229
Gujarat,2022,1,Gandhinagar,8605006,14673670632
Gujarat,2022,1,Banas Kantha,7973644,18279879154
Gujarat,2022,1,Bharuch,7704075,12142511078
Gujarat,2022,1,Valsad,6673719,11065186874
Gujarat,2022,1,Kachchh,6493295,13234467234
Gujarat,2022,1,Mahesana,5772191,12148997855
Gujarat,2022,1,Rajkot,5044420,11183107357
Gujarat,2022,2,Ahmadabad,96453555,1.62E+11
Gujarat,2022,2,Surat,37371820,68525386888
Gujarat,2022,2,Vadodara,16566055,24927078678
Gujarat,2022,2,Gandhinagar,10158506,16650584409
Gujarat,2022,2,Banas Kantha,9732655,20605533611
Gujarat,2022,2,Bharuch,8898927,13524403307
Gujarat,2022,2,Valsad,8033358,12554813235
Gujarat,2022,2,Kachchh,7934471,15334005512
Gujarat,2022,2,Mahesana,6831581,13686497406
Gujarat,2022,2,Rajkot,6063252,12629937170
Gujarat,2022,3,Ahmadabad,117574996,1.84E+11
Gujarat,2022,3,Surat,46500453,78304481289
Gujarat,2022,3,Vadodara,23318716,32733106035
Gujarat,2022,3,Bharuch,11270803,15949022078
Gujarat,2022,3,Banas Kantha,11035119,22401495022
Gujarat,2022,3,Gandhinagar,10879868,17098915693
Gujarat,2022,3,Valsad,9633288,13905599409
Gujarat,2022,3,Kachchh,9375781,16533683640
Gujarat,2022,3,Rajkot,8053297,15206611341
Gujarat,2022,3,Mahesana,6403784,12429803357
Gujarat,2022,4,Ahmadabad,133174553,2.12E+11
Gujarat,2022,4,Surat,52037142,85923991747
Gujarat,2022,4,Vadodara,20968443,30304178848
Gujarat,2022,4,Bharuch,15879527,22486941030
Gujarat,2022,4,Banas Kantha,12352158,25179922290
Gujarat,2022,4,Gandhinagar,12010565,19015449814
Gujarat,2022,4,Valsad,11103340,15842261458
Gujarat,2022,4,Kachchh,9617702,17113433243
Gujarat,2022,4,Rajkot,9260831,17834314869
Gujarat,2022,4,Mahesana,7160396,14173625244
Haryana,2018,1,Gurugram,1408070,2317083394
Haryana,2018,1,Faridabad,521939,772738359.2
Haryana,2018,1,Hisar,240517,355732765.8
Haryana,2018,1,Rewari,199418,280095218.8
Haryana,2018,1,Panipat,183960,263054774.7
Haryana,2018,1,Sonipat,178766,279804665.7
Haryana,2018,1,Karnal,169313,247718779.1
Haryana,2018,1,Sirsa,164867,164313975.9
Haryana,2018,1,Bhiwani,125150,190361119.4
Haryana,2018,1,Rohtak,121728,215207976.2
Haryana,2018,2,Gurugram,1893511,3604758915
Haryana,2018,2,Faridabad,698865,1211325239
Haryana,2018,2,Hisar,320500,627894549.3
Haryana,2018,2,Panipat,265754,440169913.4
Haryana,2018,2,Rewari,263194,453157049.1
Haryana,2018,2,Sonipat,253130,475518495.5
Haryana,2018,2,Sirsa,234948,288080253.2
Haryana,2018,2,Karnal,224254,430353501.6
Haryana,2018,2,Ambala,180500,352994750.9
Haryana,2018,2,Rohtak,179677,372787270.3
Haryana,2018,3,Gurugram,2877059,5115393852
Haryana,2018,3,Faridabad,1058983,1722572594
Haryana,2018,3,Hisar,390428,961080725.8
Haryana,2018,3,Rewari,350599,643047741.8
Haryana,2018,3,Panipat,331409,660571357.3
Haryana,2018,3,Sonipat,315829,689899150.9
Haryana,2018,3,Karnal,282956,594890204
Haryana,2018,3,Rohtak,242013,568546327.5
Haryana,2018,3,Ambala,233248,522223540.2
Haryana,2018,3,Sirsa,222321,409263123.9
Haryana,2018,4,Gurugram,4651606,7834266745
Haryana,2018,4,Faridabad,2271109,2832603201
Haryana,2018,4,Rewari,535609,1038332554
Haryana,2018,4,Hisar,511206,1476103126
Haryana,2018,4,Sonipat,428989,1037340218
Haryana,2018,4,Panipat,427930,960831967
Haryana,2018,4,Palwal,383775,672481291.5
Haryana,2018,4,Karnal,356327,883621789.5
Haryana,2018,4,Jhajjar,319972,741571573.9
Haryana,2018,4,Ambala,313017,778868451.3
Haryana,2019,1,Gurugram,8723777,10558099867
Haryana,2019,1,Faridabad,4020631,4128377201
Haryana,2019,1,Rewari,992599,1395914440
Haryana,2019,1,Palwal,719323,1032542809
Haryana,2019,1,Hisar,703750,1656524676
Haryana,2019,1,Sonipat,699422,1419939621
Haryana,2019,1,Panipat,685081,1414874465
Haryana,2019,1,Karnal,589011,1295083691
Haryana,2019,1,Rohtak,575222,1345411743
Haryana,2019,1,Jhajjar,548076,1042049466
Haryana,2019,2,Gurugram,8386864,11575310786
Haryana,2019,2,Faridabad,3523377,4505940224
Haryana,2019,2,Rohtak,1096201,2813329871
Haryana,2019,2,Panipat,1019615,2473242371
Haryana,2019,2,Rewari,889511,1639474281
Haryana,2019,2,Sonipat,888795,2100408323
Haryana,2019,2,Karnal,814251,2062725762
Haryana,2019,2,Hisar,761001,2054472611
Haryana,2019,2,Palwal,741633,1293085678
Haryana,2019,2,Jhajjar,569289,1308026489
Haryana,2019,3,Gurugram,11843666,15022524505
Haryana,2019,3,Faridabad,4701377,5869168552
Haryana,2019,3,Rewari,1206241,2010833862
Haryana,2019,3,Rohtak,1158516,3225248553
Haryana,2019,3,Panipat,1155825,2901827843
Haryana,2019,3,Sonipat,1066029,2495689740
Haryana,2019,3,Palwal,1061268,1687988450
Haryana,2019,3,Hisar,1055411,2558826215
Haryana,2019,3,Karnal,991286,2467996779
Haryana,2019,3,Jhajjar,755297,1642655006
Haryana,2019,4,Gurugram,14935865,19000424238
Haryana,2019,4,Faridabad,5358174,7782346424
Haryana,2019,4,Rewari,1538398,2831585560
Haryana,2019,4,Panipat,1437677,3870819295
Haryana,2019,4,Rohtak,1428337,4158625642
Haryana,2019,4,Sonipat,1368457,3347168253
Haryana,2019,4,Hisar,1309901,3351369913
Haryana,2019,4,Karnal,1280457,3322975422
Haryana,2019,4,Palwal,1273274,2370503274
Haryana,2019,4,Jhajjar,965474,2147473030
Haryana,2020,1,Gurugram,16484737,21152356889
Haryana,2020,1,Faridabad,5840117,8881105700
Haryana,2020,1,Sonipat,2016893,5091258326
Haryana,2020,1,Rohtak,1803076,5175066327
Haryana,2020,1,Panipat,1781967,4661669007
Haryana,2020,1,Rewari,1747564,3142595798
Haryana,2020,1,Palwal,1613263,3109146807
Haryana,2020,1,Karnal,1579733,4003478769
Haryana,2020,1,Hisar,1533724,3820470010
Haryana,2020,1,Mewat,1241283,3154872672
Haryana,2020,2,Gurugram,11284856,14426170121
Haryana,2020,2,Faridabad,5775792,8177450074
Haryana,2020,2,Palwal,2090627,3788124543
Haryana,2020,2,Sonipat,2067865,5016220638
Haryana,2020,2,Rohtak,2050920,5946541939
Haryana,2020,2,Rewari,2022132,3582603329
Haryana,2020,2,Panipat,2011582,5207544727
Haryana,2020,2,Hisar,1644838,4146210408
Haryana,2020,2,Karnal,1629574,4045109843
Haryana,2020,2,Mewat,1598705,3658746772
Haryana,2020,3,Gurugram,18098421,23437360422
Haryana,2020,3,Faridabad,8700173,13490214443
Haryana,2020,3,Rewari,3041169,5346067429
Haryana,2020,3,Sonipat,2922945,7024743099
Haryana,2020,3,Palwal,2672871,4869775359
Haryana,2020,3,Panipat,2334545,5809998641
Haryana,2020,3,Hisar,2209518,5761605478
Haryana,2020,3,Mewat,2107221,5099537213
Haryana,2020,3,Karnal,1955755,4578348863
Haryana,2020,3,Rohtak,1740356,4643691558
Haryana,2020,4,Gurugram,28192581,35629614077
Haryana,2020,4,Faridabad,12149079,19603646063
Haryana,2020,4,Rewari,4329508,8169865745
Haryana,2020,4,Sonipat,3721622,9010603702
Haryana,2020,4,Palwal,3692902,7333424919
Haryana,2020,4,Hisar,3190398,8738948859
Haryana,2020,4,Panipat,3059943,7874714736
Haryana,2020,4,Mewat,2948645,7484819525
Haryana,2020,4,Karnal,2527301,6152410696
Haryana,2020,4,Jhajjar,2429140,5544973431
Haryana,2021,1,Gurugram,31719830,39350276709
Haryana,2021,1,Faridabad,12970900,21241648454
Haryana,2021,1,Rewari,4385531,8303713647
Haryana,2021,1,Sonipat,4353956,9992974986
Haryana,2021,1,Palwal,3641453,7214450169
Haryana,2021,1,Hisar,3294765,8859730937
Haryana,2021,1,Panipat,3288095,7866864997
Haryana,2021,1,Mewat,3236320,8671355565
Haryana,2021,1,Karnal,2822406,6379825747
Haryana,2021,1,Rohtak,2708295,6792159647
